"Id","SalePrice"
1461,122086.316798753
1462,160996.921113628
1463,185566.670600576
1464,189571.58321106
1465,183637.867468507
1466,177953.320933336
1467,172981.706226136
1468,172135.842559704
1469,190286.070031841
1470,122970.796863828
1471,194879.703877705
1472,93785.849896495
1473,92743.2183253446
1474,155554.79584545
1475,123955.946026087
1476,390376.29792715
1477,246750.149831998
1478,272031.876835403
1479,280471.430930704
1480,533846.979335574
1481,337846.155290037
1482,203104.44768517
1483,179029.735989079
1484,170025.505749168
1485,184126.038536293
1486,195868.415489856
1487,324167.295436341
1488,221772.892911691
1489,206770.619534164
1490,204874.208248524
1491,187044.15847426
1492,84775.7254328909
1493,175600.407906707
1494,326286.077483259
1495,307990.862332068
1496,224408.855188204
1497,167981.004802339
1498,166688.683479244
1499,167405.108985968
1500,144008.481705388
1501,187199.21382843
1502,141544.846357398
1503,296075.758462954
1504,238525.137074723
1505,224524.102912035
1506,188067.588932471
1507,238071.447007105
1508,201917.14009003
1509,162204.988104697
1510,142706.027957427
1511,146148.861684374
1512,150065.647538441
1513,137500.268445413
1514,158920.208856712
1515,171022.847739465
1516,154569.489554293
1517,154846.296722789
1518,133200.079108229
1519,207021.501974294
1520,140477.633107194
1521,139754.437828678
1522,155879.581062003
1523,115922.690033496
1524,122230.781374865
1525,127189.498200959
1526,125905.36730395
1527,102185.914236579
1528,142773.623514265
1529,161317.302009089
1530,157517.983391753
1531,98201.1347106276
1532,92289.0565274469
1533,131790.920869785
1534,120725.675585528
1535,152446.921470136
1536,108778.861834785
1537,66121.0256045494
1538,134975.024233092
1539,189454.9820148
1540,102552.8177597
1541,142068.36302272
1542,157344.820328198
1543,200171.688382495
1544,71631.8931053316
1545,98311.9866670143
1546,123093.454907897
1547,140003.731192952
1548,121830.703694622
1549,100565.881725557
1550,135864.538609945
1551,122024.412750276
1552,136458.82244779
1553,159737.926144468
1554,108903.9458072
1555,175808.465125441
1556,104080.004310354
1557,126152.338200743
1558,85395.4511222002
1559,93769.239465022
1560,143363.451617412
1561,160105.880024997
1562,121551.295389909
1563,119982.960594123
1564,140568.143845536
1565,155858.941940774
1566,200648.748000438
1567,75011.0977456263
1568,226640.761869335
1569,133317.896122468
1570,123659.683105358
1571,126827.176825989
1572,149117.744416956
1573,221374.522693273
1574,125855.688786948
1575,208537.690907378
1576,194236.578039243
1577,196907.469036655
1578,151318.212487784
1579,140945.651441861
1580,197155.761442693
1581,159580.794434017
1582,131922.868245632
1583,341514.978298953
1584,232281.190088268
1585,142730.514797652
1586,65157.3261021489
1587,99828.5934811635
1588,145898.871473247
1589,79411.0637232728
1590,131791.120146417
1591,98544.6771590009
1592,133883.065076713
1593,119024.513352529
1594,150478.633384929
1595,141956.11789834
1596,245510.454913813
1597,190122.194625145
1598,201160.450017136
1599,166137.880032341
1600,163711.569752225
1601,70912.69156236
1602,113559.707179651
1603,70796.1329943503
1604,278857.062065456
1605,268985.727827613
1606,160689.556192102
1607,155642.146686621
1608,225344.37347517
1609,190245.554330715
1610,153791.984923287
1611,153123.065138942
1612,168083.46957549
1613,170561.615470057
1614,128688.406737509
1615,80060.0082542632
1616,74854.4043616233
1617,85780.0798417957
1618,126860.524264057
1619,127060.458444329
1620,190043.001301294
1621,144169.460744003
1622,145822.004286447
1623,292009.922635777
1624,214536.661746267
1625,124446.10388386
1626,146892.402600374
1627,183381.076917493
1628,278808.638458563
1629,179727.880085242
1630,322470.59557955
1631,218574.951929055
1632,252064.920627791
1633,178082.747408917
1634,198796.404045916
1635,175843.523343871
1636,159818.76781269
1637,176829.979073841
1638,191041.716342053
1639,171678.615327602
1640,263092.061947171
1641,175073.66819608
1642,233144.849937504
1643,229116.756815783
1644,246476.385532444
1645,172426.36174364
1646,166065.946542815
1647,152299.627387387
1648,141499.10372536
1649,138527.236891073
1650,111490.190894331
1651,118463.435746553
1652,97433.0857584349
1653,100851.025421875
1654,155408.000161516
1655,143274.735428912
1656,154753.924781851
1657,151590.695274188
1658,149535.934865295
1659,130580.750956561
1660,146171.62701727
1661,450154.912308163
1662,407905.193396571
1663,396811.694693474
1664,460630.338008798
1665,329238.451245627
1666,344452.891267859
1667,355539.306395376
1668,355477.645355799
1669,292522.078625188
1670,368813.043961854
1671,269676.814040293
1672,453574.868058218
1673,301743.837868239
1674,234569.363698427
1675,182746.295909654
1676,189982.645513485
1677,224702.829450594
1678,413468.125329535
1679,398986.279938743
1680,396185.904999702
1681,243125.04964596
1682,304020.119906919
1683,168470.246084284
1684,178528.823999674
1685,169526.309862938
1686,170708.322962129
1687,178903.642669677
1688,185425.145252638
1689,189482.316305503
1690,191473.590263387
1691,185385.279376699
1692,241854.594260185
1693,176101.640929344
1694,184524.930958362
1695,171326.830327585
1696,278882.075019004
1697,169193.473381243
1698,362416.422166619
1699,338187.253127962
1700,248877.548258355
1701,282678.639763875
1702,270498.407149531
1703,279367.661157833
1704,301193.168505103
1705,214700.437444814
1706,418989.105117373
1707,218115.984453904
1708,203945.965016398
1709,272502.821654786
1710,211849.480929846
1711,253185.155983219
1712,259184.763819422
1713,275558.89901992
1714,225364.759691031
1715,203581.901378535
1716,180781.016179103
1717,183239.428373717
1718,144120.676447339
1719,206030.218052951
1720,239777.503315846
1721,175956.279935608
1722,139979.410547743
1723,161689.125624243
1724,225423.944555283
1725,252942.562324255
1726,176604.371238123
1727,166030.655809706
1728,186861.614555709
1729,166528.560797136
1730,145831.047126892
1731,121923.402534534
1732,125738.060530174
1733,103138.787035605
1734,120347.893163447
1735,133364.994407647
1736,113749.191592603
1737,325747.974379634
1738,205932.229571033
1739,271928.954132196
1740,221825.902394922
1741,199013.128630599
1742,174361.997797954
1743,174782.930495227
1744,303176.17428444
1745,253393.523759462
1746,188894.160466511
1747,204747.122403486
1748,215894.230822722
1749,159549.377379754
1750,130265.831446631
1751,234235.930161666
1752,120169.428149071
1753,140133.309180051
1754,186756.06466455
1755,160213.244012498
1756,122635.659721167
1757,121902.663220979
1758,143444.10032793
1759,168503.926880313
1760,161856.756974267
1761,140631.46124563
1762,173452.262230991
1763,172107.839147364
1764,117747.231554054
1765,137005.847118992
1766,164613.154122298
1767,189081.440088834
1768,141119.962706892
1769,167794.236293534
1770,148898.57695257
1771,133247.58691424
1772,129544.445704374
1773,132398.87289598
1774,126639.129833257
1775,133052.920984581
1776,124760.761210419
1777,109542.085059571
1778,133932.154228481
1779,114840.638908778
1780,189626.851065237
1781,128104.211593363
1782,85155.3162239789
1783,136497.78746806
1784,96918.002393603
1785,111762.743485544
1786,135759.113726708
1787,151548.039381451
1788,56371.5410310584
1789,82473.5850156645
1790,73904.8692963951
1791,183559.041153323
1792,143768.937377881
1793,146818.211211735
1794,148043.321077689
1795,135476.168780199
1796,117615.24043334
1797,115564.566821106
1798,131459.217090873
1799,114036.369642476
1800,142489.92618857
1801,142372.188920818
1802,129813.425934132
1803,146273.70508482
1804,147978.066604632
